Category,Language,Word,Age_Suitability
Mild,English,daydreamer,All ages
Mild,Filipino,malumanay,All ages
Mild,English,picky,All ages
Mild,Filipino,madaling masira,All ages
Mild,English,fussy,All ages
Mild,Filipino,mahiyain,All ages
Mild,English,pushy,All ages
Mild,Filipino,maalindog,All ages
Mild,English,hesitant,All ages
Mild,Filipino,malambot,All ages
Mild,English,shy,All ages
Mild,Filipino,mahina,All ages
Mild,English,meek,All ages
Mild,Filipino,mayabang-yabang,All ages
Mild,English,soft,All ages
Mild,Filipino,matino-tino,All ages
Mild,English,unassertive,All ages
Mild,Filipino,matino-tino,All ages
Mild,English,scatterbrained,All ages
Mild,Filipino,matino-tino,All ages
Mild,English,clingy,All ages
Mild,Filipino,magulo-gulo,All ages
Mild,English,nagging,All ages
Mild,Filipino,mali-mali,All ages
Mild,English,teasing,All ages
Mild,Filipino,mabagsik-bagsik,All ages
Mild,English,jumpy,All ages
Mild,Filipino,malikot-likot,All ages
Mild,English,giddy,All ages
Mild,Filipino,matakaw-takaw,All ages
Mild,English,muttering,All ages
Mild,Filipino,matakaw-takaw,All ages
Mild,English,hushed,All ages
Mild,Filipino,mayabang-yabang,All ages
Mild,English,cautious,All ages
Mild,Filipino,matino-tino,All ages
Mild,English,lighthearted,All ages
Mild,Filipino,mabait-bait,All ages
Mild,English,reluctant,All ages
Mild,Filipino,mabait-bait,All ages
Mild,English,cheesy,All ages
Mild,Filipino,malambot,All ages
Mild,English,overly curious,All ages
Mild,Filipino,mabait-bait,All ages
Mild,English,innocent,All ages
Mild,Filipino,mahina,All ages
Mild,English,dorky,All ages
Mild,Filipino,madilim,All ages
Mild,English,sweet,All ages
Mild,Filipino,malumanay,All ages
Mild,English,passive,All ages
Mild,Filipino,matigas,All ages
Mild,English,bashful,All ages
Mild,Filipino,putik,All ages
Mild,English,flustered,All ages
Mild,Filipino,leche,All ages
Mild,English,mellow,All ages
Mild,Filipino,gago,All ages
Mild,English,dull,All ages
Mild,Filipino,loko,All ages
Mild,English,inattentive,All ages
Mild,Filipino,tulak,All ages
Mild,English,forgetful,All ages
Mild,Filipino,sipa,All ages
Mild,English,carefree,All ages
Mild,Filipino,tusok,All ages
Mild,English,simple,All ages
Mild,Filipino,itulak,All ages
Mild,English,plain,All ages
Mild,Filipino,landi,All ages
Mild,English,mild-mannered,All ages
Mild,Filipino,halik,All ages
Mild,English,light,All ages
Mild,Filipino,crush,All ages
Mild,English,easygoing,All ages
Mild,Filipino,yakap,All ages
Mild,English,relaxed,All ages
Mild,Filipino,bobo,All ages
Mild,English,kindhearted,All ages
Mild,Filipino,weirdo,All ages
Mild,English,happy-go-lucky,All ages
Mild,Filipino,baliw,All ages
Mild,English,moderate,All ages
Mild,Filipino,talunan,All ages
Mild,English,playful,All ages
Mild,Filipino,gunggong,All ages
Mild,English,gentle,All ages
Mild,Filipino,kapal,All ages
Mild,English,softspoken,All ages
Mild,Filipino,loko-loko,All ages
Mild,English,calm,All ages
Mild,Filipino,gunggong,All ages
Mild,English,soothing,All ages
Mild,Filipino,utak-pulbos,All ages
Mild,English,comforting,All ages
Mild,Filipino,tanga,All ages
Mild,English,peaceful,All ages
Mild,Filipino,lungkot,All ages
Mild,English,neutral,All ages
Mild,Filipino,sayang,All ages
Mild,English,ordinary,All ages
Mild,Filipino,ayusin,All ages
Mild,English,bland,All ages
Mild,Filipino,magulo,All ages
Mild,English,low-key,All ages
Mild,Filipino,asik,All ages
Mild,English,cool,All ages
Mild,Filipino,kainis,All ages
Mild,English,placid,All ages
Mild,Filipino,asar,All ages
Mild,English,tame,All ages
Mild,Filipino,biro,All ages
Mild,English,balanced,All ages
Mild,Filipino,banat,All ages
Mild,English,fair,All ages
Mild,Filipino,bolero,All ages
Mild,English,unoffensive,All ages
Mild,Filipino,kulit,All ages
Mild,English,safe,All ages
Mild,Filipino,tili,All ages
Average,English,bitch,Teens 13-17
Average,Filipino,tangina,Teens 13-17
Average,English,damn,Teens 13-17
Average,Filipino,bwisit,Teens 13-17
Average,English,asshole,Teens 13-17
Average,Filipino,unggoy,Teens 13-17
Average,English,pissed,Teens 13-17
Average,Filipino,galit,Teens 13-17
Average,English,beat,Teens 13-17
Average,Filipino,bugbog,Teens 13-17
Average,English,stab,Teens 13-17
Average,Filipino,saksak,Teens 13-17
Average,English,punch,Teens 13-17
Average,Filipino,suntok,Teens 13-17
Average,English,blood,Teens 13-17
Average,Filipino,dugo,Teens 13-17
Average,English,make out,Teens 13-17
Average,Filipino,laplapan,Teens 13-17
Average,English,sex,Teens 13-17
Average,Filipino,sex,Teens 13-17
Average,English,naked,Teens 13-17
Average,Filipino,hubad,Teens 13-17
Average,English,seduce,Teens 13-17
Average,Filipino,akit,Teens 13-17
Average,English,idiot,Teens 13-17
Average,Filipino,tanga,Teens 13-17
Average,English,bastard,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,slut,Teens 13-17
Average,Filipino,malandi,Teens 13-17
Average,English,douche,Teens 13-17
Average,Filipino,gago,Teens 13-17
Average,English,kickass,Teens 13-17
Average,Filipino,kupal,Teens 13-17
Average,English,screwup,Teens 13-17
Average,Filipino,sumpak,Teens 13-17
Average,English,balls,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,hell,Teens 13-17
Average,Filipino,siraulo,Teens 13-17
Average,English,crash,Teens 13-17
Average,Filipino,tado,Teens 13-17
Average,English,vomit,Teens 13-17
Average,Filipino,takaw,Teens 13-17
Average,English,snatch,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,barf,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,gross,Teens 13-17
Average,Filipino,bunganga,Teens 13-17
Average,English,nut,Teens 13-17
Average,Filipino,sagasa,Teens 13-17
Average,English,moron,Teens 13-17
Average,Filipino,talampakan,Teens 13-17
Average,English,dumbass,Teens 13-17
Average,Filipino,lampa,Teens 13-17
Average,English,smack,Teens 13-17
Average,Filipino,bangas,Teens 13-17
Average,English,rip,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,bite,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,burn,Teens 13-17
Average,Filipino,tameme,Teens 13-17
Average,English,split,Teens 13-17
Average,Filipino,demonyito,Teens 13-17
Average,English,strike,Teens 13-17
Average,Filipino,putakte,Teens 13-17
Average,English,numbskull,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,twerp,Teens 13-17
Average,Filipino,engkanto,Teens 13-17
Average,English,leech,Teens 13-17
Average,Filipino,halimaw,Teens 13-17
Average,English,jackass,Teens 13-17
Average,Filipino,damoho,Teens 13-17
Average,English,buffoon,Teens 13-17
Average,Filipino,gago,Teens 13-17
Average,English,frustrate,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,crackpot,Teens 13-17
Average,Filipino,kupal,Teens 13-17
Average,English,scumbag,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,lousy,Teens 13-17
Average,Filipino,kapal-muks,Teens 13-17
Average,English,jerkwad,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,boor,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,goon,Teens 13-17
Average,Filipino,manyak,Teens 13-17
Average,English,quarrel,Teens 13-17
Average,Filipino,patapon,Teens 13-17
Average,English,reek,Teens 13-17
Average,Filipino,yawa,Teens 13-17
Average,English,sexy,Teens 13-17
Average,Filipino,patay-gutom,Teens 13-17
Average,English,attractive,Teens 13-17
Average,Filipino,sadista,Teens 13-17
Average,English,sweat,Teens 13-17
Average,Filipino,manlilibre,Teens 13-17
Average,English,yank,Teens 13-17
Average,Filipino,taong-gutom,Teens 13-17
Average,English,grind,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,blast,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,grumpy,Teens 13-17
Average,Filipino,manyakis,Teens 13-17
Average,English,wrath,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,expose,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,broke,Teens 13-17
Average,Filipino,hunghang,Teens 13-17
Average,English,squabble,Teens 13-17
Average,Filipino,unggoy,Teens 13-17
Average,English,junk,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,curse,Teens 13-17
Average,Filipino,damuhong,Teens 13-17
Average,English,moan,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,drool,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,clap,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,bust,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,rockhead,Teens 13-17
Average,Filipino,masama,Teens 13-17
Average,English,toot,Teens 13-17
Average,Filipino,kanal,Teens 13-17
Average,English,rebel,Teens 13-17
Average,Filipino,gahaman,Teens 13-17
Average,English,snot,Teens 13-17
Average,Filipino,mangkukulam,Teens 13-17
Average,English,hag,Teens 13-17
Average,Filipino,sumpa,Teens 13-17
Average,English,whiny,Teens 13-17
Average,Filipino,kuripot,Teens 13-17
Average,English,scream,Teens 13-17
Average,Filipino,sira-ulo,Teens 13-17
Average,English,hush,Teens 13-17
Average,Filipino,malaswa,Teens 13-17
Average,English,crummy,Teens 13-17
Average,Filipino,materyoso,Teens 13-17
Average,English,jerk,Teens 13-17
Average,Filipino,manlulupig,Teens 13-17
Average,English,hellfire,Teens 13-17
Average,Filipino,kurakot,Teens 13-17
Average,English,arrogant,Teens 13-17
Average,Filipino,nakawan,Teens 13-17
Average,English,wreck,Teens 13-17
Average,Filipino,taksil,Teens 13-17
Average,English,tough,Teens 13-17
Average,Filipino,matapang,Teens 13-17
Average,English,choke,Teens 13-17
Average,Filipino,hangal,Teens 13-17
Average,English,wild,Teens 13-17
Average,Filipino,kaaway,Teens 13-17
Average,English,buzzed,Teens 13-17
Average,Filipino,bugoy,Teens 13-17
Average,English,trash,Teens 13-17
Average,Filipino,maloko,Teens 13-17
Average,English,jealous,Teens 13-17
Average,Filipino,palaban,Teens 13-17
Average,English,envy,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,creep,Teens 13-17
Average,Filipino,kapit-tuko,Teens 13-17
Average,English,snob,Teens 13-17
Average,Filipino,makati,Teens 13-17
Average,English,sassy,Teens 13-17
Average,Filipino,maarte,Teens 13-17
Average,English,greedy,Teens 13-17
Average,Filipino,makulit,Teens 13-17
Average,English,lustful,Teens 13-17
Average,Filipino,matampuhin,Teens 13-17
Average,English,vile,Teens 13-17
Average,Filipino,magagalitin,Teens 13-17
Average,English,naggy,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,lazybones,Teens 13-17
Average,Filipino,mainitin ang ulo,Teens 13-17
Average,English,abrasive,Teens 13-17
Average,Filipino,mapangmata,Teens 13-17
Average,English,petty,Teens 13-17
Average,Filipino,maarte,Teens 13-17
Average,English,sarcastic,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,selfish,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,flirtatious,Teens 13-17
Average,Filipino,mapaghanap,Teens 13-17
Average,English,smirking,Teens 13-17
Average,Filipino,mahilig magreklamo,Teens 13-17
Average,English,glare,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,shifty,Teens 13-17
Average,Filipino,madaldal,Teens 13-17
Average,English,annoying,Teens 13-17
Average,Filipino,tsismoso,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,mainggitin,Teens 13-17
Average,English,argumentative,Teens 13-17
Average,Filipino,sobra sa kontrol,Teens 13-17
Average,English,complaining,Teens 13-17
Average,Filipino,matampuhin,Teens 13-17
Average,English,demanding,Teens 13-17
Average,Filipino,hindi marunong magpasalamat,Teens 13-17
Average,English,irritable,Teens 13-17
Average,Filipino,mapanghusga,Teens 13-17
Average,English,moody,Teens 13-17
Average,Filipino,masungit,Teens 13-17
Average,English,sarcastic,Teens 13-17
Average,Filipino,mapagtanim,Teens 13-17
Average,English,impatient,Teens 13-17
Average,Filipino,mapanakit,Teens 13-17
Average,English,overbearing,Teens 13-17
Average,Filipino,masalimuot,Teens 13-17
Average,English,self-centered,Teens 13-17
Average,Filipino,malupit,Teens 13-17
Average,English,grumpy,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,judgmental,Teens 13-17
Average,Filipino,walang pakialam,Teens 13-17
Average,English,critical,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,nagging,Teens 13-17
Average,Filipino,hindi matapat,Teens 13-17
Average,English,pessimistic,Teens 13-17
Average,Filipino,manipulatibo,Teens 13-17
Average,English,rude,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,insensitive,Teens 13-17
Average,Filipino,mapanghimasok,Teens 13-17
Average,English,conceited,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,boastful,Teens 13-17
Average,Filipino,hindi maaasahan,Teens 13-17
Average,English,egotistical,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,snobbish,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,gossipy,Teens 13-17
Average,Filipino,mapanibughuin,Teens 13-17
Average,English,jealous,Teens 13-17
Average,Filipino,mahilig mang-abuso,Teens 13-17
Average,English,stubborn,Teens 13-17
Average,Filipino,hindi magalang,Teens 13-17
Average,English,inconsiderate,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,petty,Teens 13-17
Average,Filipino,masama ang ugali,Teens 13-17
Average,English,impulsive,Teens 13-17
Average,Filipino,mapanghamak,Teens 13-17
Average,English,short-tempered,Teens 13-17
Average,Filipino,mataray,Teens 13-17
Average,English,defensive,Teens 13-17
Average,Filipino,mahilig manisi,Teens 13-17
Average,English,overly competitive,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,insecure,Teens 13-17
Average,Filipino,mapagbiro,Teens 13-17
Average,English,clingy,Teens 13-17
Average,Filipino,mapagpanggap,Teens 13-17
Average,English,needy,Teens 13-17
Average,Filipino,mapagsamantala,Teens 13-17
Average,English,overreacting,Teens 13-17
Average,Filipino,hindi maasahan,Teens 13-17
Average,English,pushy,Teens 13-17
Average,Filipino,mapanghusga,Teens 13-17
Average,English,manipulative,Teens 13-17
Average,Filipino,masalimuot,Teens 13-17
Average,English,lazy,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,unreliable,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,flaky,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,overly emotional,Teens 13-17
Average,Filipino,mapaghiganti,Teens 13-17
Average,English,dramatic,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,selfish,Teens 13-17
Average,Filipino,mapagmata,Teens 13-17
Average,English,two-faced,Teens 13-17
Average,Filipino,malupit,Teens 13-17
Average,English,deceptive,Teens 13-17
Average,Filipino,mapagsalita,Teens 13-17
Average,English,untrustworthy,Teens 13-17
Average,Filipino,mapagkaila,Teens 13-17
Average,English,arrogant,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,controlling,Teens 13-17
Average,Filipino,madaldal,Teens 13-17
Average,English,ungrateful,Teens 13-17
Average,Filipino,mapaghanap,Teens 13-17
Average,English,disrespectful,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,argumentative,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,opinionated,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,vindictive,Teens 13-17
Average,Filipino,mapangmata,Teens 13-17
Average,English,unsympathetic,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,inflexible,Teens 13-17
Average,Filipino,hindi marunong,Teens 13-17
Average,English,blunt,Teens 13-17
Average,Filipino,putik,Teens 13-17
Average,English,cold,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,distant,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,apathetic,Teens 13-17
Average,Filipino,malaswa,Teens 13-17
Average,English,detached,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,indifferent,Teens 13-17
Average,Filipino,manyakis,Teens 13-17
Average,English,careless,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,reckless,Teens 13-17
Average,Filipino,bugoy,Teens 13-17
Average,English,harsh,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,abrasive,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,critical,Teens 13-17
Average,Filipino,siraulo,Teens 13-17
Average,English,mean-spirited,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,unforgiving,Teens 13-17
Average,Filipino,tangina,Teens 13-17
Average,English,resentful,Teens 13-17
Average,Filipino,bwisit,Teens 13-17
Average,English,resentful,Teens 13-17
Average,Filipino,unggoy,Teens 13-17
Average,English,intolerant,Teens 13-17
Average,Filipino,galit,Teens 13-17
Average,English,antagonistic,Teens 13-17
Average,Filipino,bugbog,Teens 13-17
Average,English,disagreeable,Teens 13-17
Average,Filipino,saksak,Teens 13-17
Average,English,unreasonable,Teens 13-17
Average,Filipino,suntok,Teens 13-17
Average,English,unpleasant,Teens 13-17
Average,Filipino,dugo,Teens 13-17
Average,English,disapproving,Teens 13-17
Average,Filipino,laplapan,Teens 13-17
Average,English,griping,Teens 13-17
Average,Filipino,sex,Teens 13-17
Average,English,complaining,Teens 13-17
Average,Filipino,hubad,Teens 13-17
Average,English,fault-finding,Teens 13-17
Average,Filipino,akit,Teens 13-17
Average,English,nitpicking,Teens 13-17
Average,Filipino,tanga,Teens 13-17
Average,English,picky,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,overly strict,Teens 13-17
Average,Filipino,malandi,Teens 13-17
Average,English,rigid,Teens 13-17
Average,Filipino,gago,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,kupal,Teens 13-17
Average,English,domineering,Teens 13-17
Average,Filipino,sumpak,Teens 13-17
Average,English,dictatorial,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,tyrannical,Teens 13-17
Average,Filipino,siraulo,Teens 13-17
Average,English,authoritarian,Teens 13-17
Average,Filipino,tado,Teens 13-17
Average,English,overcontrolling,Teens 13-17
Average,Filipino,takaw,Teens 13-17
Average,English,unsupportive,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,grim,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,grave,Teens 13-17
Average,Filipino,bunganga,Teens 13-17
Average,English,savage,Teens 13-17
Average,Filipino,sagasa,Teens 13-17
Average,English,cruel,Teens 13-17
Average,Filipino,talampakan,Teens 13-17
Average,English,heartless,Teens 13-17
Average,Filipino,lampa,Teens 13-17
Average,English,sinful,Teens 13-17
Average,Filipino,bangas,Teens 13-17
Average,English,petty,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,nasty,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,wicked,Teens 13-17
Average,Filipino,tameme,Teens 13-17
Average,English,livid,Teens 13-17
Average,Filipino,demonyito,Teens 13-17
Average,English,vengeful,Teens 13-17
Average,Filipino,putakte,Teens 13-17
Average,English,angry,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,spiteful,Teens 13-17
Average,Filipino,engkanto,Teens 13-17
Average,English,bitter,Teens 13-17
Average,Filipino,halimaw,Teens 13-17
Average,English,callous,Teens 13-17
Average,Filipino,damoho,Teens 13-17
Average,English,ferocious,Teens 13-17
Average,Filipino,gago,Teens 13-17
Average,English,cold-hearted,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,ruthless,Teens 13-17
Average,Filipino,kupal,Teens 13-17
Average,English,malicious,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,menacing,Teens 13-17
Average,Filipino,kapal-muks,Teens 13-17
Average,English,spiteful,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,unforgiving,Teens 13-17
Average,Filipino,loko,Teens 13-17
Average,English,sharp-tongued,Teens 13-17
Average,Filipino,manyak,Teens 13-17
Average,English,boisterous,Teens 13-17
Average,Filipino,patapon,Teens 13-17
Average,English,rowdy,Teens 13-17
Average,Filipino,yawa,Teens 13-17
Average,English,belligerent,Teens 13-17
Average,Filipino,patay-gutom,Teens 13-17
Average,English,sassy,Teens 13-17
Average,Filipino,sadista,Teens 13-17
Average,English,snippy,Teens 13-17
Average,Filipino,manlilibre,Teens 13-17
Average,English,prickly,Teens 13-17
Average,Filipino,taong-gutom,Teens 13-17
Average,English,haughty,Teens 13-17
Average,Filipino,ulol,Teens 13-17
Average,English,bossy,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,snarky,Teens 13-17
Average,Filipino,manyakis,Teens 13-17
Average,English,obnoxious,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,overbearing,Teens 13-17
Average,Filipino,tarantado,Teens 13-17
Average,English,temperamental,Teens 13-17
Average,Filipino,hunghang,Teens 13-17
Average,English,vulgar,Teens 13-17
Average,Filipino,unggoy,Teens 13-17
Average,English,abrasive,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,hostile,Teens 13-17
Average,Filipino,damuhong,Teens 13-17
Average,English,unsavory,Teens 13-17
Average,Filipino,hinayupak,Teens 13-17
Average,English,defiant,Teens 13-17
Average,Filipino,demonyo,Teens 13-17
Average,English,recalcitrant,Teens 13-17
Average,Filipino,pasaway,Teens 13-17
Average,English,unruly,Teens 13-17
Average,Filipino,loko-loko,Teens 13-17
Average,English,insubordinate,Teens 13-17
Average,Filipino,masama,Teens 13-17
Average,English,combative,Teens 13-17
Average,Filipino,kanal,Teens 13-17
Average,English,venomous,Teens 13-17
Average,Filipino,gahaman,Teens 13-17
Average,English,provocative,Teens 13-17
Average,Filipino,mangkukulam,Teens 13-17
Average,English,flippant,Teens 13-17
Average,Filipino,sumpa,Teens 13-17
Average,English,disrespectful,Teens 13-17
Average,Filipino,kuripot,Teens 13-17
Average,English,mocking,Teens 13-17
Average,Filipino,sira-ulo,Teens 13-17
Average,English,derisive,Teens 13-17
Average,Filipino,malaswa,Teens 13-17
Average,English,condescending,Teens 13-17
Average,Filipino,materyoso,Teens 13-17
Average,English,sarcastic,Teens 13-17
Average,Filipino,manlulupig,Teens 13-17
Average,English,apathetic,Teens 13-17
Average,Filipino,kurakot,Teens 13-17
Average,English,resentful,Teens 13-17
Average,Filipino,nakawan,Teens 13-17
Average,English,reluctant,Teens 13-17
Average,Filipino,taksil,Teens 13-17
Average,English,stubborn,Teens 13-17
Average,Filipino,matapang,Teens 13-17
Average,English,inflexible,Teens 13-17
Average,Filipino,hangal,Teens 13-17
Average,English,unyielding,Teens 13-17
Average,Filipino,kaaway,Teens 13-17
Average,English,impertinent,Teens 13-17
Average,Filipino,bugoy,Teens 13-17
Average,English,audacious,Teens 13-17
Average,Filipino,maloko,Teens 13-17
Average,English,brazen,Teens 13-17
Average,Filipino,palaban,Teens 13-17
Average,English,arrogant,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,boorish,Teens 13-17
Average,Filipino,kapit-tuko,Teens 13-17
Average,English,disagreeable,Teens 13-17
Average,Filipino,makati,Teens 13-17
Average,English,ungrateful,Teens 13-17
Average,Filipino,maarte,Teens 13-17
Average,English,surly,Teens 13-17
Average,Filipino,makulit,Teens 13-17
Average,English,scornful,Teens 13-17
Average,Filipino,matampuhin,Teens 13-17
Average,English,critical,Teens 13-17
Average,Filipino,magagalitin,Teens 13-17
Average,English,patronizing,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,cranky,Teens 13-17
Average,Filipino,mainitin ang ulo,Teens 13-17
Average,English,irritable,Teens 13-17
Average,Filipino,mapangmata,Teens 13-17
Average,English,grumpy,Teens 13-17
Average,Filipino,maarte,Teens 13-17
Average,English,testy,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,argumentative,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,combative,Teens 13-17
Average,Filipino,mapaghanap,Teens 13-17
Average,English,quarrelsome,Teens 13-17
Average,Filipino,mahilig magreklamo,Teens 13-17
Average,English,obstreperous,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,petulant,Teens 13-17
Average,Filipino,madaldal,Teens 13-17
Average,English,spoiled,Teens 13-17
Average,Filipino,tsismoso,Teens 13-17
Average,English,obnoxious,Teens 13-17
Average,Filipino,mainggitin,Teens 13-17
Average,English,annoying,Teens 13-17
Average,Filipino,sobra sa kontrol,Teens 13-17
Average,English,tiresome,Teens 13-17
Average,Filipino,matampuhin,Teens 13-17
Average,English,bothersome,Teens 13-17
Average,Filipino,hindi marunong magpasalamat,Teens 13-17
Average,English,pesky,Teens 13-17
Average,Filipino,mapanghusga,Teens 13-17
Average,English,grating,Teens 13-17
Average,Filipino,masungit,Teens 13-17
Average,English,abrasive,Teens 13-17
Average,Filipino,mapagtanim,Teens 13-17
Average,English,bitch,Teens 13-17
Average,Filipino,mapanakit,Teens 13-17
Average,English,damn,Teens 13-17
Average,Filipino,masalimuot,Teens 13-17
Average,English,asshole,Teens 13-17
Average,Filipino,malupit,Teens 13-17
Average,English,pissed,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,beat,Teens 13-17
Average,Filipino,walang pakialam,Teens 13-17
Average,English,stab,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,punch,Teens 13-17
Average,Filipino,hindi matapat,Teens 13-17
Average,English,blood,Teens 13-17
Average,Filipino,manipulatibo,Teens 13-17
Average,English,make out,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,sex,Teens 13-17
Average,Filipino,mapanghimasok,Teens 13-17
Average,English,naked,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,seduce,Teens 13-17
Average,Filipino,hindi maaasahan,Teens 13-17
Average,English,idiot,Teens 13-17
Average,Filipino,makasarili,Teens 13-17
Average,English,bastard,Teens 13-17
Average,Filipino,matigas ang ulo,Teens 13-17
Average,English,slut,Teens 13-17
Average,Filipino,mapanibughuin,Teens 13-17
Average,English,douche,Teens 13-17
Average,Filipino,mahilig mang-abuso,Teens 13-17
Average,English,kickass,Teens 13-17
Average,Filipino,hindi magalang,Teens 13-17
Average,English,screwup,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,balls,Teens 13-17
Average,Filipino,masama ang ugali,Teens 13-17
Average,English,hell,Teens 13-17
Average,Filipino,mapanghamak,Teens 13-17
Average,English,crash,Teens 13-17
Average,Filipino,mataray,Teens 13-17
Average,English,vomit,Teens 13-17
Average,Filipino,mahilig manisi,Teens 13-17
Average,English,snatch,Teens 13-17
Average,Filipino,mapanirang-puri,Teens 13-17
Average,English,barf,Teens 13-17
Average,Filipino,mapagbiro,Teens 13-17
Average,English,gross,Teens 13-17
Average,Filipino,mapagpanggap,Teens 13-17
Average,English,nut,Teens 13-17
Average,Filipino,mapagsamantala,Teens 13-17
Average,English,moron,Teens 13-17
Average,Filipino,hindi maasahan,Teens 13-17
Average,English,dumbass,Teens 13-17
Average,Filipino,mapanghusga,Teens 13-17
Average,English,smack,Teens 13-17
Average,Filipino,masalimuot,Teens 13-17
Average,English,rip,Teens 13-17
Average,Filipino,mapanlinlang,Teens 13-17
Average,English,bite,Teens 13-17
Average,Filipino,mapagmataas,Teens 13-17
Average,English,burn,Teens 13-17
Average,Filipino,madamot,Teens 13-17
Average,English,split,Teens 13-17
Average,Filipino,mapaghiganti,Teens 13-17
